_comparatorDate,_labourCategory,_previousMonth,_previousYear,Age group,Date,Labour force characteristics,Sex,_valueConnector,Value
October 2012,15 to 24,2013-09-01,2012-10-01,15 to 24 years,2013-10-01,Unemployment Rate,Everyone,13,13
November 2012,15 to 24,2013-10-01,2012-11-01,15 to 24 years,2013-11-01,Unemployment Rate,Everyone,14,14
December 2012,15 to 24,2013-11-01,2012-12-01,15 to 24 years,2013-12-01,Unemployment Rate,Everyone,14.4,14.4
January 2013,15 to 24,2013-12-01,2013-01-01,15 to 24 years,2014-01-01,Unemployment Rate,Everyone,14.5,14.5
February 2013,15 to 24,2014-01-01,2013-02-01,15 to 24 years,2014-02-01,Unemployment Rate,Everyone,14.2,14.2
March 2013,15 to 24,2014-02-01,2013-03-01,15 to 24 years,2014-03-01,Unemployment Rate,Everyone,13.6,13.6
April 2013,15 to 24,2014-03-01,2013-04-01,15 to 24 years,2014-04-01,Unemployment Rate,Everyone,13.5,13.5
May 2013,15 to 24,2014-04-01,2013-05-01,15 to 24 years,2014-05-01,Unemployment Rate,Everyone,12.5,12.5
June 2013,15 to 24,2014-05-01,2013-06-01,15 to 24 years,2014-06-01,Unemployment Rate,Everyone,12.6,12.6
July 2013,15 to 24,2014-06-01,2013-07-01,15 to 24 years,2014-07-01,Unemployment Rate,Everyone,13.9,13.9
August 2013,15 to 24,2014-07-01,2013-08-01,15 to 24 years,2014-08-01,Unemployment Rate,Everyone,13.3,13.3
September 2013,15 to 24,2014-08-01,2013-09-01,15 to 24 years,2014-09-01,Unemployment Rate,Everyone,13.5,13.5
October 2013,15 to 24,2014-09-01,2013-10-01,15 to 24 years,2014-10-01,Unemployment Rate,Everyone,12.3,12.3
November 2013,15 to 24,2014-10-01,2013-11-01,15 to 24 years,2014-11-01,Unemployment Rate,Everyone,12.9,12.9
January 2015,15 to 24,2015-12-01,2015-01-01,15 to 24 years,2016-01-01,Unemployment Rate,Everyone,12.6,12.6
February 2015,15 to 24,2016-01-01,2015-02-01,15 to 24 years,2016-02-01,Unemployment Rate,Everyone,13.9,13.9
March 2015,15 to 24,2016-02-01,2015-03-01,15 to 24 years,2016-03-01,Unemployment Rate,Everyone,16.4,16.4
April 2015,15 to 24,2016-03-01,2015-04-01,15 to 24 years,2016-04-01,Unemployment Rate,Everyone,14.7,14.7
May 2015,15 to 24,2016-04-01,2015-05-01,15 to 24 years,2016-05-01,Unemployment Rate,Everyone,14.3,14.3
June 2015,15 to 24,2016-05-01,2015-06-01,15 to 24 years,2016-06-01,Unemployment Rate,Everyone,11.9,11.9
July 2015,15 to 24,2016-06-01,2015-07-01,15 to 24 years,2016-07-01,Unemployment Rate,Everyone,12.1,12.1
August 2015,15 to 24,2016-07-01,2015-08-01,15 to 24 years,2016-08-01,Unemployment Rate,Everyone,10.9,10.9
September 2015,15 to 24,2016-08-01,2015-09-01,15 to 24 years,2016-09-01,Unemployment Rate,Everyone,11.6,11.6
October 2015,15 to 24,2016-09-01,2015-10-01,15 to 24 years,2016-10-01,Unemployment Rate,Everyone,11.7,11.7
November 2015,15 to 24,2016-10-01,2015-11-01,15 to 24 years,2016-11-01,Unemployment Rate,Everyone,12.1,12.1
December 2015,15 to 24,2016-11-01,2015-12-01,15 to 24 years,2016-12-01,Unemployment Rate,Everyone,11.9,11.9
January 2016,15 to 24,2016-12-01,2016-01-01,15 to 24 years,2017-01-01,Unemployment Rate,Everyone,12.3,12.3
February 2016,15 to 24,2017-01-01,2016-02-01,15 to 24 years,2017-02-01,Unemployment Rate,Everyone,12.8,12.8
March 2016,15 to 24,2017-02-01,2016-03-01,15 to 24 years,2017-03-01,Unemployment Rate,Everyone,13.7,13.7
April 2016,15 to 24,2017-03-01,2016-04-01,15 to 24 years,2017-04-01,Unemployment Rate,Everyone,14.2,14.2
May 2016,15 to 24,2017-04-01,2016-05-01,15 to 24 years,2017-05-01,Unemployment Rate,Everyone,15.8,15.8
June 2016,15 to 24,2017-05-01,2016-06-01,15 to 24 years,2017-06-01,Unemployment Rate,Everyone,16.6,16.6
July 2016,15 to 24,2017-06-01,2016-07-01,15 to 24 years,2017-07-01,Unemployment Rate,Everyone,16.7,16.7
August 2016,15 to 24,2017-07-01,2016-08-01,15 to 24 years,2017-08-01,Unemployment Rate,Everyone,16.7,16.7
September 2016,15 to 24,2017-08-01,2016-09-01,15 to 24 years,2017-09-01,Unemployment Rate,Everyone,17.6,17.6
October 2016,15 to 24,2017-09-01,2016-10-01,15 to 24 years,2017-10-01,Unemployment Rate,Everyone,17.6,17.6
November 2016,15 to 24,2017-10-01,2016-11-01,15 to 24 years,2017-11-01,Unemployment Rate,Everyone,17.9,17.9
December 2016,15 to 24,2017-11-01,2016-12-01,15 to 24 years,2017-12-01,Unemployment Rate,Everyone,16.3,16.3
January 2017,15 to 24,2017-12-01,2017-01-01,15 to 24 years,2018-01-01,Unemployment Rate,Everyone,16.2,16.2
February 2017,15 to 24,2018-01-01,2017-02-01,15 to 24 years,2018-02-01,Unemployment Rate,Everyone,16.7,16.7
March 2017,15 to 24,2018-02-01,2017-03-01,15 to 24 years,2018-03-01,Unemployment Rate,Everyone,17,17
April 2017,15 to 24,2018-03-01,2017-04-01,15 to 24 years,2018-04-01,Unemployment Rate,Everyone,16.6,16.6
May 2017,15 to 24,2018-04-01,2017-05-01,15 to 24 years,2018-05-01,Unemployment Rate,Everyone,15.2,15.2
June 2017,15 to 24,2018-05-01,2017-06-01,15 to 24 years,2018-06-01,Unemployment Rate,Everyone,14.1,14.1
July 2017,15 to 24,2018-06-01,2017-07-01,15 to 24 years,2018-07-01,Unemployment Rate,Everyone,13.4,13.4
August 2017,15 to 24,2018-07-01,2017-08-01,15 to 24 years,2018-08-01,Unemployment Rate,Everyone,13.3,13.3
September 2017,15 to 24,2018-08-01,2017-09-01,15 to 24 years,2018-09-01,Unemployment Rate,Everyone,13.8,13.8
October 2017,15 to 24,2018-09-01,2017-10-01,15 to 24 years,2018-10-01,Unemployment Rate,Everyone,14.5,14.5
November 2017,15 to 24,2018-10-01,2017-11-01,15 to 24 years,2018-11-01,Unemployment Rate,Everyone,12.4,12.4
December 2017,15 to 24,2018-11-01,2017-12-01,15 to 24 years,2018-12-01,Unemployment Rate,Everyone,10.1,10.1
January 2018,15 to 24,2018-12-01,2018-01-01,15 to 24 years,2019-01-01,Unemployment Rate,Everyone,7.8,7.8
February 2018,15 to 24,2019-01-01,2018-02-01,15 to 24 years,2019-02-01,Unemployment Rate,Everyone,7.6,7.6
March 2018,15 to 24,2019-02-01,2018-03-01,15 to 24 years,2019-03-01,Unemployment Rate,Everyone,8,8
April 2018,15 to 24,2019-03-01,2018-04-01,15 to 24 years,2019-04-01,Unemployment Rate,Everyone,9.8,9.8
June 2019,15 to 24,2020-05-01,2019-06-01,15 to 24 years,2020-06-01,Unemployment Rate,Everyone,25.2,25.2
July 2019,15 to 24,2020-06-01,2019-07-01,15 to 24 years,2020-07-01,Unemployment Rate,Everyone,20.5,20.5
August 2019,15 to 24,2020-07-01,2019-08-01,15 to 24 years,2020-08-01,Unemployment Rate,Everyone,19.5,19.5
September 2019,15 to 24,2020-08-01,2019-09-01,15 to 24 years,2020-09-01,Unemployment Rate,Everyone,15.6,15.6
October 2019,15 to 24,2020-09-01,2019-10-01,15 to 24 years,2020-10-01,Unemployment Rate,Everyone,13.7,13.7
November 2019,15 to 24,2020-10-01,2019-11-01,15 to 24 years,2020-11-01,Unemployment Rate,Everyone,11.1,11.1
December 2019,15 to 24,2020-11-01,2019-12-01,15 to 24 years,2020-12-01,Unemployment Rate,Everyone,10.5,10.5
January 2020,15 to 24,2020-12-01,2020-01-01,15 to 24 years,2021-01-01,Unemployment Rate,Everyone,11.5,11.5
February 2020,15 to 24,2021-01-01,2020-02-01,15 to 24 years,2021-02-01,Unemployment Rate,Everyone,12.9,12.9
March 2020,15 to 24,2021-02-01,2020-03-01,15 to 24 years,2021-03-01,Unemployment Rate,Everyone,15.5,15.5
April 2020,15 to 24,2021-03-01,2020-04-01,15 to 24 years,2021-04-01,Unemployment Rate,Everyone,14.6,14.6
May 2020,15 to 24,2021-04-01,2020-05-01,15 to 24 years,2021-05-01,Unemployment Rate,Everyone,17.9,17.9
June 2020,15 to 24,2021-05-01,2020-06-01,15 to 24 years,2021-06-01,Unemployment Rate,Everyone,18.1,18.1
July 2020,15 to 24,2021-06-01,2020-07-01,15 to 24 years,2021-07-01,Unemployment Rate,Everyone,18,18
August 2020,15 to 24,2021-07-01,2020-08-01,15 to 24 years,2021-08-01,Unemployment Rate,Everyone,13.6,13.6
September 2020,15 to 24,2021-08-01,2020-09-01,15 to 24 years,2021-09-01,Unemployment Rate,Everyone,11.6,11.6
October 2020,15 to 24,2021-09-01,2020-10-01,15 to 24 years,2021-10-01,Unemployment Rate,Everyone,9,9
November 2020,15 to 24,2021-10-01,2020-11-01,15 to 24 years,2021-11-01,Unemployment Rate,Everyone,9.8,9.8
December 2020,15 to 24,2021-11-01,2020-12-01,15 to 24 years,2021-12-01,Unemployment Rate,Everyone,10.4,10.4
January 2021,15 to 24,2021-12-01,2021-01-01,15 to 24 years,2022-01-01,Unemployment Rate,Everyone,10.5,10.5
February 2021,15 to 24,2022-01-01,2021-02-01,15 to 24 years,2022-02-01,Unemployment Rate,Everyone,10.9,10.9
March 2021,15 to 24,2022-02-01,2021-03-01,15 to 24 years,2022-03-01,Unemployment Rate,Everyone,10.3,10.3
May 2006,25 to 54,2007-04-01,2006-05-01,25 to 54 years,2007-05-01,Unemployment Rate,Everyone,5,5
June 2006,25 to 54,2007-05-01,2006-06-01,25 to 54 years,2007-06-01,Unemployment Rate,Everyone,5.1,5.1
July 2006,25 to 54,2007-06-01,2006-07-01,25 to 54 years,2007-07-01,Unemployment Rate,Everyone,5.5,5.5
August 2006,25 to 54,2007-07-01,2006-08-01,25 to 54 years,2007-08-01,Unemployment Rate,Everyone,5.7,5.7
September 2006,25 to 54,2007-08-01,2006-09-01,25 to 54 years,2007-09-01,Unemployment Rate,Everyone,5.6,5.6
October 2006,25 to 54,2007-09-01,2006-10-01,25 to 54 years,2007-10-01,Unemployment Rate,Everyone,4.6,4.6
November 2006,25 to 54,2007-10-01,2006-11-01,25 to 54 years,2007-11-01,Unemployment Rate,Everyone,3.9,3.9
December 2006,25 to 54,2007-11-01,2006-12-01,25 to 54 years,2007-12-01,Unemployment Rate,Everyone,3.1,3.1
January 2007,25 to 54,2007-12-01,2007-01-01,25 to 54 years,2008-01-01,Unemployment Rate,Everyone,3.6,3.6
February 2007,25 to 54,2008-01-01,2007-02-01,25 to 54 years,2008-02-01,Unemployment Rate,Everyone,3.8,3.8
March 2007,25 to 54,2008-02-01,2007-03-01,25 to 54 years,2008-03-01,Unemployment Rate,Everyone,4.5,4.5
April 2007,25 to 54,2008-03-01,2007-04-01,25 to 54 years,2008-04-01,Unemployment Rate,Everyone,4.5,4.5
May 2007,25 to 54,2008-04-01,2007-05-01,25 to 54 years,2008-05-01,Unemployment Rate,Everyone,4.8,4.8
June 2007,25 to 54,2008-05-01,2007-06-01,25 to 54 years,2008-06-01,Unemployment Rate,Everyone,4.8,4.8
July 2007,25 to 54,2008-06-01,2007-07-01,25 to 54 years,2008-07-01,Unemployment Rate,Everyone,4.7,4.7
August 2007,25 to 54,2008-07-01,2007-08-01,25 to 54 years,2008-08-01,Unemployment Rate,Everyone,4.9,4.9
September 2007,25 to 54,2008-08-01,2007-09-01,25 to 54 years,2008-09-01,Unemployment Rate,Everyone,4.4,4.4
October 2007,25 to 54,2008-09-01,2007-10-01,25 to 54 years,2008-10-01,Unemployment Rate,Everyone,4.2,4.2
November 2007,25 to 54,2008-10-01,2007-11-01,25 to 54 years,2008-11-01,Unemployment Rate,Everyone,3.8,3.8
December 2007,25 to 54,2008-11-01,2007-12-01,25 to 54 years,2008-12-01,Unemployment Rate,Everyone,3.9,3.9
January 2008,25 to 54,2008-12-01,2008-01-01,25 to 54 years,2009-01-01,Unemployment Rate,Everyone,4.6,4.6
February 2008,25 to 54,2009-01-01,2008-02-01,25 to 54 years,2009-02-01,Unemployment Rate,Everyone,4.9,4.9
March 2008,25 to 54,2009-02-01,2008-03-01,25 to 54 years,2009-03-01,Unemployment Rate,Everyone,5.1,5.1
April 2008,25 to 54,2009-03-01,2008-04-01,25 to 54 years,2009-04-01,Unemployment Rate,Everyone,4.6,4.6
May 2008,25 to 54,2009-04-01,2008-05-01,25 to 54 years,2009-05-01,Unemployment Rate,Everyone,4.8,4.8
June 2008,25 to 54,2009-05-01,2008-06-01,25 to 54 years,2009-06-01,Unemployment Rate,Everyone,5.1,5.1
September 2010,25 to 54,2011-08-01,2010-09-01,25 to 54 years,2011-09-01,Unemployment Rate,Everyone,4.6,4.6
October 2010,25 to 54,2011-09-01,2010-10-01,25 to 54 years,2011-10-01,Unemployment Rate,Everyone,4.5,4.5
November 2010,25 to 54,2011-10-01,2010-11-01,25 to 54 years,2011-11-01,Unemployment Rate,Everyone,4.2,4.2
December 2010,25 to 54,2011-11-01,2010-12-01,25 to 54 years,2011-12-01,Unemployment Rate,Everyone,4.4,4.4
January 2011,25 to 54,2011-12-01,2011-01-01,25 to 54 years,2012-01-01,Unemployment Rate,Everyone,4.4,4.4
February 2011,25 to 54,2012-01-01,2011-02-01,25 to 54 years,2012-02-01,Unemployment Rate,Everyone,5,5
March 2011,25 to 54,2012-02-01,2011-03-01,25 to 54 years,2012-03-01,Unemployment Rate,Everyone,5.3,5.3
April 2011,25 to 54,2012-03-01,2011-04-01,25 to 54 years,2012-04-01,Unemployment Rate,Everyone,5.6,5.6
May 2011,25 to 54,2012-04-01,2011-05-01,25 to 54 years,2012-05-01,Unemployment Rate,Everyone,5.6,5.6
June 2011,25 to 54,2012-05-01,2011-06-01,25 to 54 years,2012-06-01,Unemployment Rate,Everyone,5.5,5.5
July 2011,25 to 54,2012-06-01,2011-07-01,25 to 54 years,2012-07-01,Unemployment Rate,Everyone,5.4,5.4
August 2011,25 to 54,2012-07-01,2011-08-01,25 to 54 years,2012-08-01,Unemployment Rate,Everyone,5.3,5.3
September 2011,25 to 54,2012-08-01,2011-09-01,25 to 54 years,2012-09-01,Unemployment Rate,Everyone,4.9,4.9
October 2011,25 to 54,2012-09-01,2011-10-01,25 to 54 years,2012-10-01,Unemployment Rate,Everyone,4.6,4.6
November 2011,25 to 54,2012-10-01,2011-11-01,25 to 54 years,2012-11-01,Unemployment Rate,Everyone,4.2,4.2
December 2011,25 to 54,2012-11-01,2011-12-01,25 to 54 years,2012-12-01,Unemployment Rate,Everyone,4.4,4.4
January 2012,25 to 54,2012-12-01,2012-01-01,25 to 54 years,2013-01-01,Unemployment Rate,Everyone,4.5,4.5
February 2012,25 to 54,2013-01-01,2012-02-01,25 to 54 years,2013-02-01,Unemployment Rate,Everyone,4.9,4.9
March 2012,25 to 54,2013-02-01,2012-03-01,25 to 54 years,2013-03-01,Unemployment Rate,Everyone,5,5
April 2012,25 to 54,2013-03-01,2012-04-01,25 to 54 years,2013-04-01,Unemployment Rate,Everyone,5.2,5.2
May 2012,25 to 54,2013-04-01,2012-05-01,25 to 54 years,2013-05-01,Unemployment Rate,Everyone,4.8,4.8
June 2012,25 to 54,2013-05-01,2012-06-01,25 to 54 years,2013-06-01,Unemployment Rate,Everyone,4.9,4.9
July 2012,25 to 54,2013-06-01,2012-07-01,25 to 54 years,2013-07-01,Unemployment Rate,Everyone,4.7,4.7
August 2012,25 to 54,2013-07-01,2012-08-01,25 to 54 years,2013-08-01,Unemployment Rate,Everyone,4.9,4.9
September 2012,25 to 54,2013-08-01,2012-09-01,25 to 54 years,2013-09-01,Unemployment Rate,Everyone,5,5
October 2012,25 to 54,2013-09-01,2012-10-01,25 to 54 years,2013-10-01,Unemployment Rate,Everyone,5,5
November 2012,25 to 54,2013-10-01,2012-11-01,25 to 54 years,2013-11-01,Unemployment Rate,Everyone,4.9,4.9
December 2012,25 to 54,2013-11-01,2012-12-01,25 to 54 years,2013-12-01,Unemployment Rate,Everyone,4.7,4.7
January 2013,25 to 54,2013-12-01,2013-01-01,25 to 54 years,2014-01-01,Unemployment Rate,Everyone,5.1,5.1
February 2013,25 to 54,2014-01-01,2013-02-01,25 to 54 years,2014-02-01,Unemployment Rate,Everyone,5.1,5.1
March 2013,25 to 54,2014-02-01,2013-03-01,25 to 54 years,2014-03-01,Unemployment Rate,Everyone,5.6,5.6
April 2013,25 to 54,2014-03-01,2013-04-01,25 to 54 years,2014-04-01,Unemployment Rate,Everyone,5.1,5.1
May 2013,25 to 54,2014-04-01,2013-05-01,25 to 54 years,2014-05-01,Unemployment Rate,Everyone,5,5
June 2013,25 to 54,2014-05-01,2013-06-01,25 to 54 years,2014-06-01,Unemployment Rate,Everyone,4.7,4.7
July 2013,25 to 54,2014-06-01,2013-07-01,25 to 54 years,2014-07-01,Unemployment Rate,Everyone,4.9,4.9
August 2013,25 to 54,2014-07-01,2013-08-01,25 to 54 years,2014-08-01,Unemployment Rate,Everyone,5.1,5.1
September 2013,25 to 54,2014-08-01,2013-09-01,25 to 54 years,2014-09-01,Unemployment Rate,Everyone,4.8,4.8
October 2013,25 to 54,2014-09-01,2013-10-01,25 to 54 years,2014-10-01,Unemployment Rate,Everyone,4.4,4.4
November 2013,25 to 54,2014-10-01,2013-11-01,25 to 54 years,2014-11-01,Unemployment Rate,Everyone,4.3,4.3
August 2014,25 to 54,2015-07-01,2014-08-01,25 to 54 years,2015-08-01,Unemployment Rate,Everyone,4.7,4.7
September 2014,25 to 54,2015-08-01,2014-09-01,25 to 54 years,2015-09-01,Unemployment Rate,Everyone,4.4,4.4
October 2014,25 to 54,2015-09-01,2014-10-01,25 to 54 years,2015-10-01,Unemployment Rate,Everyone,4.3,4.3
November 2014,25 to 54,2015-10-01,2014-11-01,25 to 54 years,2015-11-01,Unemployment Rate,Everyone,4.8,4.8
December 2014,25 to 54,2015-11-01,2014-12-01,25 to 54 years,2015-12-01,Unemployment Rate,Everyone,5.2,5.2
January 2015,25 to 54,2015-12-01,2015-01-01,25 to 54 years,2016-01-01,Unemployment Rate,Everyone,6,6
February 2015,25 to 54,2016-01-01,2015-02-01,25 to 54 years,2016-02-01,Unemployment Rate,Everyone,6.3,6.3
March 2015,25 to 54,2016-02-01,2015-03-01,25 to 54 years,2016-03-01,Unemployment Rate,Everyone,6.8,6.8
April 2015,25 to 54,2016-03-01,2015-04-01,25 to 54 years,2016-04-01,Unemployment Rate,Everyone,6.6,6.6
May 2015,25 to 54,2016-04-01,2015-05-01,25 to 54 years,2016-05-01,Unemployment Rate,Everyone,5.6,5.6
June 2015,25 to 54,2016-05-01,2015-06-01,25 to 54 years,2016-06-01,Unemployment Rate,Everyone,4.8,4.8
July 2015,25 to 54,2016-06-01,2015-07-01,25 to 54 years,2016-07-01,Unemployment Rate,Everyone,4.2,4.2
August 2015,25 to 54,2016-07-01,2015-08-01,25 to 54 years,2016-08-01,Unemployment Rate,Everyone,4.3,4.3
September 2015,25 to 54,2016-08-01,2015-09-01,25 to 54 years,2016-09-01,Unemployment Rate,Everyone,4.4,4.4
October 2015,25 to 54,2016-09-01,2015-10-01,25 to 54 years,2016-10-01,Unemployment Rate,Everyone,4.4,4.4
November 2015,25 to 54,2016-10-01,2015-11-01,25 to 54 years,2016-11-01,Unemployment Rate,Everyone,4.1,4.1
December 2015,25 to 54,2016-11-01,2015-12-01,25 to 54 years,2016-12-01,Unemployment Rate,Everyone,4.1,4.1
January 2016,25 to 54,2016-12-01,2016-01-01,25 to 54 years,2017-01-01,Unemployment Rate,Everyone,4.3,4.3
February 2016,25 to 54,2017-01-01,2016-02-01,25 to 54 years,2017-02-01,Unemployment Rate,Everyone,5.1,5.1
March 2016,25 to 54,2017-02-01,2016-03-01,25 to 54 years,2017-03-01,Unemployment Rate,Everyone,6.1,6.1
April 2016,25 to 54,2017-03-01,2016-04-01,25 to 54 years,2017-04-01,Unemployment Rate,Everyone,6.5,6.5
May 2016,25 to 54,2017-04-01,2016-05-01,25 to 54 years,2017-05-01,Unemployment Rate,Everyone,6.2,6.2
June 2016,25 to 54,2017-05-01,2016-06-01,25 to 54 years,2017-06-01,Unemployment Rate,Everyone,5.4,5.4
July 2016,25 to 54,2017-06-01,2016-07-01,25 to 54 years,2017-07-01,Unemployment Rate,Everyone,4.8,4.8
August 2016,25 to 54,2017-07-01,2016-08-01,25 to 54 years,2017-08-01,Unemployment Rate,Everyone,5.2,5.2
September 2016,25 to 54,2017-08-01,2016-09-01,25 to 54 years,2017-09-01,Unemployment Rate,Everyone,5.3,5.3
October 2016,25 to 54,2017-09-01,2016-10-01,25 to 54 years,2017-10-01,Unemployment Rate,Everyone,5.3,5.3
November 2016,25 to 54,2017-10-01,2016-11-01,25 to 54 years,2017-11-01,Unemployment Rate,Everyone,4.8,4.8
December 2016,25 to 54,2017-11-01,2016-12-01,25 to 54 years,2017-12-01,Unemployment Rate,Everyone,4.6,4.6
January 2017,25 to 54,2017-12-01,2017-01-01,25 to 54 years,2018-01-01,Unemployment Rate,Everyone,5,5
February 2017,25 to 54,2018-01-01,2017-02-01,25 to 54 years,2018-02-01,Unemployment Rate,Everyone,4.9,4.9
March 2017,25 to 54,2018-02-01,2017-03-01,25 to 54 years,2018-03-01,Unemployment Rate,Everyone,4.9,4.9
April 2017,25 to 54,2018-03-01,2017-04-01,25 to 54 years,2018-04-01,Unemployment Rate,Everyone,4.3,4.3
